"OBJECTID","SWSN_Type","SWSN_Ware","Dogozshi","Decoration","Red_slipped","Corrugated","Start_Date","End_Date","Chronology","Chronology2","Plus","References_","Comments","Smudged"
1697,"Colorado Buff","Lower Colorado Buff Ware",0,"plain",0,0,1500,1900,1,0,,,,0
1625,"Colorado Red","Lower Colorado Buff Ware",,"plain",1,0,700,1000,1,0,,,"added by A. Torvinen (2/29/16) for CON Project; Beckwith (1988): mid-to-late Sacaton into Soho",
58,"Colorado Red-on-beige","Lower Colorado Buff Ware",,"bichrome",0,0,800,1050,1,1,0,"Rogers 1945; Waters 1982",,
59,"Colorado Red-on-buff","Lower Colorado Buff Ware",,"bichrome",0,0,1500,1900,1,1,1,"Waters 1982",,
550,"Coolidge Corrugated","Chuska Gray Ware",,"plain",0,1,1050,1100,1,0,0,"Windes 1977",,
60,"Corduroy Black-on-white","Cibola White Ware",,"bichrome",0,0,800,900,1,1,0,"Breternitz 1959",,
1050,"Corona Corrugated","Northern Jornada Brown Ware",0,"plain",0,1,1125,1460,1,0,,"Caperton 1981",,0
1051,"Corona Plain","Northern Jornada Brown Ware",0,"plain",0,0,1450,1680,1,0,,"Caperton 1981",,0
410,"Corralitos Polychrome","Chihuahuan Series",,"polychrome",0,0,1200,1450,1,1,0,"Neuzil and Lyons 2008",,
890,"Corrugated Brown Ware, Red-slipped","Undifferentiated Brown Ware",,"plain",1,0,1000,1450,0,0,0,,,
425,"Corrugated Gray Ware, Undifferentiated","Undifferentiated Gray Ware",,"plain",0,1,800,1400,0,0,0,"Hays-Gilpin 1998","earliest corrugation on gray ware",
642,"Corrugated Orange Ware, Undifferentiated","Undifferentiated Orange Ware",,"plain",0,1,1000,1350,0,0,0,"same as Undifferentiated Orange Ware",,
316,"Corrugated Salado Red, Undifferentiated","Salado Series",,"plain",1,0,1150,1450,1,0,0,,,
1169,"Corrugated Ware, Undifferentiated","Undifferentiated Ware",0,"plain",0,1,900,1100,0,0,0,,,0
61,"Cortez Black-on-white","Mesa Verde White Ware",,"bichrome",0,0,880,1060,1,1,0,"Breternitz et al. 1974; CCAC Manual",,
628,"Cortez-Mancos Black-on-white","Mesa Verde White Ware",,"bichrome",0,0,880,1180,1,1,0,"see pure type",,
1702,"Crosby Black-on-gray","Middle Pecos Gray and White Ware",0,"bichrome",0,0,1200,1300,1,1,,,,0
62,"Crozier Black-on-white","Chuska White Ware",,"bichrome",0,0,800,900,1,1,0,"Windes 1977",,
63,"Crumbled House Black-on-white","Chuska White Ware",,"bichrome",0,0,1150,1300,1,1,0,"Windes 1977",,
1723,"Cuchujaqui Brown","Serrana Series",0,"plain",0,0,500,1200,1,1,,,,0
1724,"Cuchujaqui Red","Serrana Series",0,"plain",1,0,500,1200,1,1,,,,0
64,"Deadmans (La Plata) Black-on-red","San Juan Red Ware",,"bichrome",1,0,880,1050,1,1,0,"Hurst 2009; CCAC Manual",,
65,"Deadmans Black-on-gray","San Francisco Mountain Gray Ware",,"bichrome",0,0,900,1100,1,1,0,"Colton 1958",,
66,"Deadmans Fugitive Red","San Francisco Mountain Gray Ware",,"plain",1,0,900,1100,1,0,0,"Colton 1958",,
516,"Deadmans Gray","San Francisco Mountain Gray Ware",,"plain",0,0,775,1200,1,0,0,"Colton 1958",,
317,"Decorated Brown Ware type, Undifferentiated","Undifferentiated Decorated",,"undifferentiated dec",0,0,700,1450,0,0,0,,,
302,"Decorated Type, Undifferentiated","Undifferentiated Decorated",,"undifferentiated dec",0,0,300,1900,0,0,0,,,
67,"Deep Well Red-on-brown","Dragoon Series",,"bichrome",0,0,750,1150,1,1,0,"Tuthill 1947","dates from P. Lyons",
1688,"Delta Glaze","Acoma Glaze Ware",0,"polychrome",0,0,1560,1700,1,1,0,,,0
822,"Dinetah Gray","Quemado Gray Ware (Navajo Utility)",,"plain",0,0,1500,1750,1,0,0,"Reed and Goff 2007",,
68,"Dinwiddie Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1350,1450,1,1,0,"Lyons 2004",,1
69,"Dogoszhi Black-on-white","Tusayan White Ware",1,"bichrome",0,0,1040,1210,1,1,0,"Ambler 1985; Christenson and Bender 1985; Colton 1955; Dean 1991",,
726,"Dogoszhi Polychrome","Tsegi Orange Ware",1,"polychrome",1,0,1040,1320,1,1,0,"SW Virtual Museum",,
1003,"Dolores Brown","Mesa Verde Brown Ware",0,"plain",0,0,,,0,0,0,,,0
494,"Dolores Corrugated","Mesa Verde Gray ware",,"plain",0,1,1100,1200,1,0,0,"Breternitz et al. 1974; Crow Canyon",,
865,"Dolores Red","San Juan Red Ware",,"plain",1,0,550,900,1,0,0,"SW Virtual Museum",,
70,"Dos Cabezas Red-on-brown","San Simon Series",,"bichrome",0,0,650,800,1,1,0,"Heckman et al. 2000",,
609,"Dos Cabezas/Pinaleno Red-on-brown","San Simon Series",,"bichrome",0,0,650,900,1,1,0,"see pure types",,
72,"Dragoon Series Red-on-brown","Dragoon Series",,"bichrome",0,0,700,1100,1,1,0,"Fulton 1934; Fulton and Tuthill 1940; Heckman et al. 2000",,
318,"Dragoon Series Red-on-brown, Undifferentiated","Dragoon Series",,"bichrome",0,0,700,1100,0,0,0,,,
73,"Drolet Black-on-white","Chuska White Ware",,"bichrome",0,0,900,1000,1,1,0,"Windes 1977",,
411,"Dublan Polychrome","Chihuahuan Series",,"polychrome",0,0,1200,1450,1,1,0,"Neuzil and Lyons 2008",,
1586,"Early Gila Butte-Early Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,750,1020,1,0,,,"added by Andrea Torvinen (3/26/16) as part of the Connections Project",
1708,"Early Jemez Black-on-white","Jemez White Ware",,"bichrome",0,0,1300,1500,1,1,0,"Boyd Dyer 2008",,
585,"Early Middle Gila Red-on-brown variant, Undifferentiated","Undifferentiated Middle Gila Red-on-brown variants",,"bichrome",0,0,700,1150,1,0,0,"see red-on-brown variants citations",,
1594,"Early Sacaton phase Plainware","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,900,1020,1,0,,,,
1643,"Early Sacaton phase red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,900,1020,1,1,,,,
1657,"Early Sacaton/Middle Sacaton 1 Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,900,1080,1,1,,,"added by Andrea Torvinen (8/17/16) as part of the Connections Project",
1658,"Early Sacaton/Middle Sacaton 2 Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,900,1100,1,1,,,"added by Andrea Torvinen (8/17/16) as part of the Connections Project",
74,"El Paso Bichrome","Jornada Mogollon Brown Ware",,"bichrome",0,0,1000,1100,1,1,0,"Human Systems Research 1973",,
1718,"El Paso Bichrome or Polychrome","Jornada Mogollon Brown Ware",0,"undifferentiated dec",0,0,1000,1350,1,1,,,,0
648,"El Paso Brown","Jornada Mogollon Brown Ware",,"plain",0,0,500,1350,0,0,0,"UNM OCA ceramic guide",,
75,"El Paso Polychrome","Jornada Mogollon Brown Ware",,"polychrome",0,0,1100,1350,1,1,0,"Human Systems Research 1973; Smiley 1978; Whalen 1981",,
561,"Elden Corrugated type","Alameda Brown Ware",,"plain",0,1,1085,1200,1,0,0,"Oppelt 2002",,
823,"Elmendorf Black-on-white","Rio Abajo White Ware",,"bichrome",0,0,1100,1275,1,1,0,"Marshall and Walt 1984; Wilson 2013",,
1747,"Emery Black-on-gray","Fremont Gray Ware",0,"bichrome",0,0,1100,1250,1,1,,,,0
1740,"Emery Gray","Fremont Gray Ware",0,"plain",0,0,700,1250,1,0,,,,0
396,"Encierro Glaze Polychrome (Glaze E)","Rio Grande Glaze Ware",,"polychrome",0,0,1480,1630,1,1,1,"Eckert 2006",,
76,"Encinas Red-on-brown","San Simon Series",,"bichrome",0,0,950,1200,1,1,0,"Heckman et al. 2000",,
615,"Encinas Red-on-white","San Simon Series",,"bichrome",0,0,950,1200,1,1,0,"Heckman et al. 2000",,
908,"Equivocal Black-on-Yellow","Jeddito Yellow Ware",0,"bichrome",0,0,1325,1629,1,1,0,,,0
77,"Escavada Black-on-white","Cibola White Ware",,"bichrome",0,0,1000,1100,1,1,0,"Mills and Herr 1999",,
734,"Escavada-Puerco Black-on-white","Cibola White Ware",,"bichrome",0,0,1000,1100,1,1,0,,,
412,"Escondida Polychrome","Chihuahuan Series",,"polychrome",0,0,1200,1450,1,1,0,,,
394,"Escondido Glaze Polychrome (Glaze E)","Rio Grande Glaze Ware",,"polychrome",0,0,1480,1630,1,1,1,"Eckert 2006",,
78,"Espinosa Glaze Polychrome (Glaze C)","Rio Grande Glaze Ware",,"polychrome",1,0,1410,1600,1,1,1,"Eckert 2006",,
950,"Espinosa Glaze, Undifferentiated (Glaze C)","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1450,1500,1,1,0,,,0
390,"Espinosa Glaze-on-red (Glaze C)","Rio Grande Glaze Ware",,"bichrome",1,0,1410,1600,1,1,1,"Eckert 2006",,
951,"Espinosa Glaze-on-yellow (Glaze C)","Rio Grande Glaze Ware",0,"undifferentiated dec",0,0,1450,1500,1,1,0,,,0
1583,"Esterella/Early Gila Butte Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,650,800,1,1,,,"added by A. Torvinen (3/26/16) for CON Project; dates from Wallace (2004:122, Figure 3.23)",
79,"Estrella Red-on-gray","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,500,600,1,1,0,"Dean 1991","??",
1585,"Estrella/Late Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,650,1150,1,0,,,"added by Andrea Torvinen (3/26/16) as part of the Connections Project; dates from Wallace (2004:122)",
1584,"Estrella/Middle Sacaton 1 Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,650,1080,1,0,,,"added by Andrea Torvinen (3/26/16) as part of the Connections Project; dates from Wallace (2004:122)",
580,"Estrella/Sweetwater Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,300,600,1,1,0,"see other Middle Gila Buff and Gray references",,
1666,"Estrella/Sweetwater Red-on-gray","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,650,700,1,1,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
1055,"European Ware, Undifferentiated","European Ware",0,"undifferentiated",,,1540,2000,0,0,,,,0
1170,"Exuberant Corrugated, Undifferentiated","Undifferentiated Ware",0,"plain",0,1,1000,1100,0,0,0,,,0
1171,"Festoon Corrugated, Undifferentiated","Undifferentiated Ware",0,"plain",0,1,1000,1100,0,0,0,,,0
81,"Flagstaff Black-on-white","Tusayan White Ware",,"bichrome",0,0,1150,1220,1,1,0,"Ambler 1985; Christenson and Bender 1985; Colton 1955; Dean 1991",,
532,"Flagstaff Corrugated","Alameda Brown Ware",,"plain",0,1,1000,1400,1,0,0,,,
82,"Floyd Black-on-gray","San Francisco Mountain Gray Ware",,"bichrome",0,0,700,900,1,1,0,"Colton 1958",,
83,"Fourmile Polychrome","Late White Mountain Red Ware",,"polychrome",1,0,1325,1400,1,1,0,"Eckert 2006",,
84,"Galisteo Black-on-white","Middle Rio Grande White Ware",,"bichrome",0,0,1270,1425,1,1,0,"Habicht-Mauche 1993",,
85,"Galiuro Red-on-brown","San Simon Series",,"bichrome",0,0,700,900,1,1,0,"Heckman et al. 2000",,
610,"Galiuro/Encinas Red-on-brown","San Simon Series",,"bichrome",0,0,700,1200,1,1,0,"see pure types",,
86,"Gallina Black-on-white","Upper San Juan White Ware",,"bichrome",0,0,1050,1300,1,1,0,"Mera 1935; Wilkinson 1958; Dittert and Plog 1980",,
87,"Gallup Black-on-white","Cibola White Ware",1,"bichrome",0,0,1040,1150,1,1,0,"Mills and Herr 1999; Toll and McKenna 1997",,
844,"Gallup or Reserve Black-on-white","Cibola White Ware",1,"bichrome",0,0,1040,1200,1,1,0,"see pure types",,
1687,"Gamma Glaze","Acoma Glaze Ware",0,"polychrome",0,0,1450,1525,1,1,0,,,0
88,"Gila Black-on-red","Roosevelt Red Ware",,"bichrome",1,0,1300,1375,1,1,0,"Breternitz 1966",,
1596,"Gila Butte phase Plainware","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,750,900,1,0,,,,
1645,"Gila Butte phase red-on-buff","Middle Gila Buff Ware and Gray Ware",,"plain",0,0,750,900,1,1,,,,
89,"Gila Butte Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,750,850,1,1,0,"Dean 1991",,
576,"Gila Butte/Santa Cruz Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,750,1000,1,1,0,"see other Middle Gila Buff and Gray references",,
577,"Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware",,"bichrome",0,0,750,1150,1,1,0,"see other Middle Gila Buff and Gray references",,
90,"Gila Butte-Canada del Oro style Red-on-brown","Tucson Basin Brown Ware",,"bichrome",0,0,700,850,1,1,0,,"combining dates from Gila Butte and Canada del Oro",
1600,"Gila Plain","Plain Brown Ware",,"plain",0,0,200,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
1609,"Gila Plain, Gila Bend Variety","Plain Brown Ware",,"plain",0,0,200,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
1663,"Gila Plain, Gila variety","Plain Brown Ware",,"plain",0,0,200,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
1611,"Gila Plain, Gila variety Smudged","Plain Brown Ware",,"plain",0,0,200,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",1
1662,"Gila Plain, Salt variety","Plain Brown Ware",,"plain",0,0,200,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
1610,"Gila Plain, Salt variety Smudged","Plain Brown Ware",,"plain",0,0,200,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",1
91,"Gila Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1325,1450,1,1,0,"Lyons 2004; Jeff Clark (pc)","includes Patrick Lyon's Whiteriver polychrome:Gila variety type",
92,"Gila Red","Late Middle Gila Red Ware",,"plain",1,0,1125,1300,1,0,0,"Wallace 2003","Oppelt says ""pre-1200 to post-1400""  ??",
1629,"Gila Red Smudged","Late Middle Gila Red Ware",,"undifferentiated dec",1,0,1100,1450,1,1,,,"added by A. Torvinen (3/26/16) for CON Project; dates from Abbott & Walsh-Anduze (1995)",1
1621,"Gila Smudged","Plain Brown Ware",,"plain",0,0,200,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
93,"Gila White-on-red","Late Middle Gila Red Ware",,"bichrome",1,0,1300,1350,1,1,0,"Kidder and Shepard 1936",,
602,"Gila/Cliff Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1325,1450,1,1,0,"see pure types",,
596,"Gila/Salt Red","Late Middle Gila Red Ware",,"plain",1,0,1125,1450,1,0,0,"see references for pure types",,
1582,"Gila/Salt Red Smudged","Late Middle Gila Red Ware",,"undifferentiated dec",1,0,1100,1450,1,1,,,"added by A. Torvinen (3/26/16) for CON Project; dates from Abbott & Walsh-Anduze (1995)",
480,"Gila/Tonto Polychrome","Roosevelt Red Ware",,"polychrome",1,0,1325,1450,1,1,0,"Lyons 2004","Either/or",
320,"Glaze Polychrome, Undifferentiated","Undifferentiated Glaze Ware",,"polychrome",0,0,1313,1700,0,0,0,,,
1053,"Glaze Ware, Undifferentiated","Undifferentiated Glaze Ware",0,"undifferentiated dec",0,0,1300,1800,0,0,,,,0
321,"Glaze-on-red, Undifferentiated","Undifferentiated Glaze Ware",,"bichrome",1,0,1313,1700,0,0,0,,,
322,"Glaze-on-yellow, Undifferentiated","Undifferentiated Glaze Ware",,"bichrome",0,0,1321,1700,0,0,0,,,
641,"Gobernador Polychrome","Navajo Painted Ware",,"polychrome",0,0,1650,1775,1,1,0,"Brugge 1981, Sesler, Hovezak, and Wilshusen
2000",,
542,"Grapevine Brown","Alameda Brown Ware",,"plain",0,0,1150,1350,1,0,0,"Colton 1958",,
543,"Grapevine Red","Alameda Brown Ware",,"plain",1,0,1150,1300,1,0,0,"Colton 1958",,
484,"Grasshopper Polychrome","Grasshopper Ware",,"polychrome",1,0,1330,1375,1,1,0,"Van Keuren 2001",,
671,"Gray Fugitive Red, Undifferentiated","Undifferentiated Gray Ware",,"plain",0,0,500,1100,0,0,0,"see pure types",,
499,"Gray Hills Banded","Chuska Gray Ware",,"plain",0,1,850,950,1,0,0,"Windes 1977",,
1620,"Gray Ware type, Undifferentiated","Plain Gray Ware",,"plain",0,0,400,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
829,"Gray Ware, Undifferentiated","Undifferentiated Gray Ware",,"plain",0,0,400,1400,0,0,0,,,
752,"Guadalupe Black-on-white","Guadalupe White Ware",,"bichrome",0,0,1200,1265,1,1,0,"Pippin 1987",,
1733,"Guasave Red-on-buff","Guasave Series",0,"bichrome",0,0,1000,1532,1,1,,,,0
94,"Hawikuh Glaze-on-red","Hawikuh Glaze Ware",,"bichrome",1,0,1630,1680,1,1,0,"Dittert and Plog 1980",,
572,"Hawikuh Glaze-on-red or polychrome","Hawikuh Glaze Ware",,"polychrome",0,0,1630,1680,1,1,0,"Woodbury and Woodbury 1966",,
95,"Hawikuh Polychrome","Hawikuh Glaze Ware",,"polychrome",0,0,1630,1680,1,1,0,"Dittert and Plog 1980",,
97,"Heshotauthla Black-on-red","Zuni Glaze Ware",,"bichrome",1,0,1275,1450,1,1,0,"Eckert 2006",,
533,"Heshotauthla Black-on-red or Polychrome","Zuni Glaze Ware",,"polychrome",1,0,1275,1450,1,1,0,"Carlson 1970",,
98,"Heshotauthla Polychrome","Zuni Glaze Ware",,"polychrome",1,0,1275,1450,1,1,0,"Eckert 2006",,
383,"Hidden Mountain Polychrome","Rio Grande Glaze Ware",,"polychrome",0,0,1400,1450,1,1,1,"Eckert 2006",,
1751,"Historic Decorated Type, undifferentiated","Historic Ware",0,"undifferentiated dec",0,0,1540,2000,0,0,,,,0
1681,"Historic Hispanic type, Undifferentiated","Hispanic Utility Ware",0,"plain",0,0,1760,1900,0,0,0,,,0
916,"Historic Hopi Utility Ware","Historic Hopi Utility Ware",0,"plain",0,0,1600,1900,0,0,,,,0
917,"Historic Hopi Yellow Ware","Jeddito Yellow Ware",0,"bichrome",0,0,1625,1900,1,1,,,,0
953,"Historic Matte Paint, Undifferentiated","Northern Rio Grande Historic Bichrome-Polychrome Ware",0,"undifferentiated dec",0,0,1600,1900,0,0,0,,,0
954,"Historic Mica Utility","Northern Rio Grande Historic Plain Ware",0,"plain",0,0,1626,1900,1,0,0,,,0
1654,"Historic Native American Ceramics","Undifferentiated Ware",,"undifferentiated",0,0,1540,1900,0,0,,,"added by A. Torvinen (8/17/16) for Connections Project; dates given by M. Peeples",
1734,"Historic Plain Ware","Historic Ware",0,"plain",0,0,1540,1800,0,0,,,,0
846,"Historic Polychrome, Undifferentiated","Undifferentiated Polychrome",,"polychrome",0,0,1600,1900,0,0,0,,,
1735,"Historic Red-on-brown","Historic Ware",0,"bichrome",0,0,1540,1800,0,0,,,,0
571,"Historic Zuni type, Undifferentiated","Zuni Matte-Paint Ware",,"polychrome",0,0,1680,1900,1,1,0,"Kintigh 1985",,
1601,"Hohokam Brown Ware","Plain Brown Ware",,"plain",0,0,200,1450,0,0,,,"added by Andrea Torvinen (2/29/16) as part of the Connections Project",
99,"Holbrook A Black-on-white","Little Colorado White Ware",,"bichrome",0,0,1050,1150,1,1,0,"Douglas 1987; Hays-Gilpin and Van Hartesveldt 1998",,
624,"Holbrook A/B Black-on-white","Little Colorado White Ware",,"bichrome",0,0,1050,1150,1,1,0,"Hays-Gilpin and Van Hartesveldt 1998",,
100,"Holbrook B Black-on-white","Little Colorado White Ware",,"bichrome",0,0,1050,1150,1,1,0,"Douglas 1987; Hays-Gilpin and Van Hartesveldt 1998",,
432,"Holbrook Black-on-white","Little Colorado White Ware",,"bichrome",0,0,1050,1150,1,1,0,"Douglas 1987; Hays-Gilpin and Van Hartesveldt 1998",,
625,"Holbrook/Walnut Black-on-white","Little Colorado White Ware",,"bichrome",0,0,1050,1250,1,1,0,"Hays-Gilpin and Van Hartesveldt 1998",,
101,"Homolovi Black-on-red","Winslow Orange Ware",,"bichrome",1,0,1300,1400,1,1,0,"Colton and Hargrave 1937",,
918,"Homolovi Clapboard Corrugated Gray","Homolovi Gray Ware",0,"plain",0,1,1030,1300,1,0,,,,0
527,"Homolovi Corrugated","Homolovi Orange Ware",,"plain",0,1,1300,1425,1,0,0,"Colton 1956",,
529,"Homolovi Gray Corrugated","Homolovi Gray Ware",,"plain",0,1,1300,1425,1,0,0,"Hays 1991",,
530,"Homolovi Gray Plain","Homolovi Gray Ware",,"plain",0,0,1300,1400,1,0,0,"Hays 1991",,
528,"Homolovi Plain","Homolovi Orange Ware",,"plain",0,0,1300,1400,1,0,0,"Colton 1956",,
102,"Homolovi Polychrome","Winslow Orange Ware",,"polychrome",0,0,1300,1400,1,1,0,"Mera 1934; Colton and Hargrave 1937",,
919,"Honani Tooled","Tusayan Gray Ware",0,"plain",0,0,850,950,1,0,,,,0
531,"Hopi White Ware, Undifferentiated","Hopi White Ware",,"undifferentiated",0,0,1100,1300,0,0,0,"Lyons 2004",,
417,"Hoyapi Black-on-white","Hopi White Ware",,"bichrome",0,0,1250,1300,1,1,0,"Colton 1955",,
1732,"Huatabampo Plain","Huatabampo Series",0,"plain",0,0,300,700,1,0,0,,,0
103,"Huckovi Black-on-orange","Jeddito Orange Ware",,"bichrome",0,0,1300,1350,1,1,0,"updated from Bernardini",,
104,"Huckovi Orange","Jeddito Orange Ware",,"plain",0,0,1300,1350,1,0,0,"updated from Bernardini",,
105,"Huckovi Polychrome","Jeddito Orange Ware",,"polychrome",0,0,1300,1350,1,1,0,"updated from Bernardini",,
106,"Huerigos Polychrome","Chihuahuan Series",,"polychrome",0,0,1350,1450,1,1,0,"DiPeso 1974",,
501,"Hunter Corrugated","Chuska Gray Ware",,"plain",0,1,1100,1300,1,0,0,"Windes 1977",,
810,"Indented Corrugated Brown Ware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,1,1000,1450,0,0,0,,,
804,"Indented Corrugated Gray Ware, Undifferentiated","Undifferentiated Gray Ware",,"plain",0,1,950,1400,0,0,0,,,
875,"Indented Corrugated Smudged Brown Ware, Undifferentiated","Undifferentiated Brown Ware",,"plain",0,1,1000,1450,0,0,0,,,1
1172,"Indented Corrugated, Undifferentiated","Undifferentiated Ware",0,"plain",0,1,950,1400,0,0,0,,,0
1683,"Isleta Red-on-tan","Middle Rio Grande Utility Ware",0,"bichrome",0,0,1740,1950,1,1,0,,,0
1739,"Ivie Creek Black-on-white","Fremont Gray Ware",0,"bichrome",0,0,1100,1250,1,1,,,,0
419,"Jeddito Black-on-orange","Jeddito Orange Ware",,"bichrome",0,0,1250,1300,1,1,0,"updated from Bernardini",,
116,"Jeddito Black-on-yellow","Jeddito Yellow Ware",,"bichrome",0,0,1300,1450,1,1,0,"Habicht-Mauche 1993",,
920,"Jeddito Black-on-Yellow A","Jeddito Yellow Ware",0,"bichrome",0,0,1375,1450,1,1,,,,0
921,"Jeddito Black-on-Yellow B","Jeddito Yellow Ware",0,"bichrome",0,0,1385,1629,1,1,,,,0
705,"Jeddito Black-on-yellow or Polychrome","Jeddito Yellow Ware",,"undifferentiated dec",0,0,1300,1450,1,1,0,"http://www.musnaz.org/CeramicFIM/JedditoYellowWare/JYWindex.htm",,
309,"Jeddito Black-on-yellow, Undifferentiated","Jeddito Yellow Ware",,"bichrome",0,0,1300,1450,0,0,0,"http://www.musnaz.org/CeramicFIM/JedditoYellowWare/JYWindex.htm",,
562,"Jeddito Corrugated","Jeddito Yellow Ware",,"plain",0,1,1300,1400,1,0,0,"Oppelt 2002",,
117,"Jeddito Engraved","Jeddito Yellow Ware",,"polychrome",0,0,1350,1600,1,1,0,"Colton 1956",,
922,"Jeddito Orange","Jeddito Orange Ware",0,"bichrome",0,0,1250,1300,1,1,,"updated from Bernardini",,0
1133,"Jeddito Orange Ware, Undifferentiated","Jeddito Orange Ware",,"undifferentiated dec",1,0,1250,1350,1,1,,,,0
616,"Jeddito Plain","Jeddito Yellow Ware",,"plain",0,0,1300,1629,1,0,0,"Colton 1956",,
420,"Jeddito Polychrome","Jeddito Orange Ware",,"polychrome",0,0,1250,1300,1,1,0,"updated from Bernardini",,
118,"Jeddito Stippled","Jeddito Yellow Ware",,"bichrome",0,0,1350,1600,1,1,0,"Colton 1956",,
924,"Jeddito Tooled","Jeddito Yellow Ware",0,"plain",0,0,1300,1400,1,0,,,,0
366,"Jeddito Yellow ware, Undifferentiated","Jeddito Yellow Ware",,"undifferentiated",0,0,1300,1900,0,0,0,"http://www.musnaz.org/CeramicFIM/JedditoYellowWare/JYWindex.htm",,
119,"Jemez Black-on-white","Jemez White Ware",,"bichrome",0,0,1300,1750,1,1,0,"Boyd Dyer 2008",,
1047,"Jemez Historic Red","Jemez Province Revolt Ware",0,"plain",0,0,1680,1830,1,0,,"Liebmann 2006",,0
1045,"Jemez Plain","Rio Grande Gray Ware",0,"plain",0,0,1300,1825,0,0,,"Liebmann 2006",,0
1046,"Jemez River Polychrome","Jemez Province Revolt Ware",0,"polychrome",0,0,1680,1720,1,1,,"Liebmann 2006",,0
1052,"Jornada Brown Ware","Northern Jornada Brown Ware",0,"plain",0,0,520,1400,1,0,,"Caperton 1981",,0
1225,"Jornada Brown, Smudged","Jornada Mogollon Brown Ware",0,"plain",0,0,520,1400,0,0,,,,1
120,"Jornada Polychrome","Jornada Mogollon Brown Ware",,"polychrome",0,0,900,1350,1,1,0,"Human Systems Research 1973",,
121,"Jornada Red-on-brown","Jornada Mogollon Brown Ware",,"bichrome",0,0,900,1350,1,1,0,"Human Systems Research 1973","a.k.a. Jornada Bichrome",
122,"Kana-a Black-on-white","Tusayan White Ware",,"bichrome",0,0,825,1000,1,1,0,"Ambler 1985; Christenson and Bender 1985; Colton 1955; Dean 1991",,
787,"Kana'a Gray Ware","Tusayan Gray Ware",,"plain",0,1,865,1060,1,0,0,"SW Virtual Museum",,
847,"Kana'a Neckbanded","Tusayan Gray Ware",,"plain",0,1,865,1060,1,0,0,,,
637,"Kana-a/Black Mesa Black-on-white","Tusayan White Ware",,"bichrome",0,0,800,1100,1,1,0,"see pure types",,
955,"Kapo Black","Northern Rio Grande Historic Plain Ware",0,"plain",0,0,1650,1920,1,0,0,,,0
956,"Kapo Gray","Northern Rio Grande Historic Plain Ware",0,"plain",0,0,1650,1700,1,0,0,,,0
123,"Kawaioku Polychrome","Jeddito Yellow Ware",,"polychrome",0,0,1400,1625,1,1,0,"Hargrave 1932; Colton 1956",,
124,"Kayenta Black-on-white","Tusayan White Ware",,"bichrome",0,0,1250,1300,1,1,0,"Dittert and Plog 1980",,
125,"Kayenta Polychrome","Tsegi Orange Ware",,"polychrome",1,0,1250,1320,1,1,0,"SW Virtual Museum",,
925,"Keams Corrugated","Tusayan Gray Ware",0,"plain",0,1,1250,1320,1,0,,,,0
126,"Kechipawan Polychrome","Zuni Glaze Ware",,"polychrome",0,0,1370,1450,1,1,0,"Dittert and Plog 1980 (but see Kintigh 1985); Eckert 2006",,
966,"Keres Utility","Northern Rio Grande Historic Plain Ware",0,"plain",0,0,1500,1900,0,0,0,,,0
415,"Kia-ko Black-on-white","Hopi White Ware",,"bichrome",0,0,1100,1150,1,1,0,"Colton 1956",,
128,"Kiapkwa Polychrome","Zuni Matte-Paint Ware",,"polychrome",0,0,1770,1800,1,1,0,"Harlow 1973",,
