"Site","P_900","DOG_900","BM_900","M_900","DOG_P_900","BM_P_900","DOG_R_900","EV_900","P_950","DOG_950","BM_950","M_950","DOG_P_950","BM_P_950","DOG_R_950","EV_950","P_1000","DOG_1000","BM_1000","M_1000","DOG_P_1000","BM_P_1000","DOG_R_1000","EV_1000","P_1050","DOG_1050","BM_1050","M_1050","DOG_P_1050","BM_P_1050","DOG_R_1050","EV_1050","P_1100","DOG_1100","BM_1100","M_1100","DOG_P_1100","BM_P_1100","DOG_R_1100","EV_1100","P_1150","DOG_1150","BM_1150","M_1150","DOG_P_1150","BM_P_1150","DOG_R_1150","EV_1150","SWSN_ID","CSN_macro_group","Mean_Rooms","Size_Class","GH_Count","GK_Count","Dshp_Count","Biwall_Count","Triwall_Count","PubArch","EASTING","NORTHING"
"Sanostee",29.0398,0,16.5084,0,0,0.568474989497173,0,0.774637069666401,50.7847,0.1329,32.2492,0.1329,0.00261692990211619,0.63501802708296,0.00104677196084648,1.04176086828844,44.5192,5.0175,11.2931,1.3302,0.112704181566605,0.253668080288954,0.0947766356987547,0.691057065837629,46.0738,31.8097,0.0152,1.0575,0.690407563517661,0.000329905499437858,0.676636179347048,0.500002774982888,21.5193,13.0401,0,0.4795,0.605972313225802,0,0.592602919239938,0.62464740922799,0,0,0,0,NA,NA,NA,NA,3284,"Central San Juan Basin",16,1,1,2,0,0,0,"3",720000,4040000
"Seven Springs",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,25.0524,0.43,1.3695,0,0.0171640242052658,0.0546654212770034,0.0171640242052658,0.848562707108982,51.8091,1.5701,1.6305,0,0.0303054868739276,0.0314713052340226,0.0303054868739276,0.955713243948758,70.3669,0,0,0,0,0,0,1.18506548938003,1256,"Hardscrabble/ULC",175,2,0,1,0,0,0,"1",640000,3850000
"Seven Towers",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3359,"San Juan Foothills",175,2,0,1,2,0,0,"3",680000,4150000
"Shields Pueblo",2704.205,0,45.0618,0,0,0.0166636035359745,0,0.0751685381131572,8549.7758,335.5278,94.1059,335.5278,0.0392440466099708,0.0110068266351499,0.0156976186439883,0.276094313850754,12731.7561,1873.1528,35.3818,1873.1528,0.147124464629039,0.0027790196200821,0.0588497858516156,0.0543899198359601,15799.1569,2919.5331,1.4505,2919.5331,0.184790436507406,9.18086964501251e-05,0.0739161746029625,0.0860404235993651,17595.2483,2156.6329,0,2156.6329,0.122569051782009,0,0.0490276207128035,0.200285738903109,18239.9874,579.1537,0,579.1537,0.0317518695215765,0,0.0127007478086306,0.96096545166582,3420,"San Juan Foothills",NA,NA,1,0,0,0,0,"1",700000,4140000
"Singing Shelter",16.859,0,7.4908,0,0,0.444320540957352,0,0.116527945115719,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3286,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",720000,4160000
"Skull Site",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,11.0522,0.1768,3,0,0.015996815113733,0.271439170481895,0.015996815113733,1.27978554081109,29.0344,3.2766,0,0,0.112852340671755,0,0.112852340671755,1.27908029315964,38.9626,2.5466,0,0,0.0653601145714095,0,0.0653601145714095,1.1732927496359,32.1199,0,0,0,0,0,0,0.898964638837966,3287,"Acoma",10,1,1,1,0,0,0,"2",780000,3850000
"Skunk Springs",26.6389,0,20.4437,0,0,0.767437844655748,0,0.432633052681461,51.5322,0,40.9746,0,0,0.795126154132756,0,0.607615258122354,38.0574,2.4935,9.0639,0,0.0655194521958936,0.238163931324788,0.0655194521958936,0.414409750083909,57.9729,36.2037,0.0704,0,0.624493513348478,0.00121436050292464,0.624493513348478,0.395048108123149,60.6712,41.3027,0,0,0.680762866071546,0,0.680762866071546,0.500214217686388,42.3748,0,0,0,0,0,0,0.463353021345754,750,"Chuska Slope",67.5,1,1,2,0,0,0,"3",700000,4010000
"South Ruin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.3021,0,0,0,0,0,0,NA,2856,"Cibola",40,1,0,1,0,0,0,"1",740000,3880000
"Spier 81",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,26.7674,0.521,0,0,0.0194639748350606,0,0.0194639748350606,0.899718329453954,51.019,0.4789,0,0,0.00938669907289441,0,0.00938669907289441,0.769726134580913,57.3187,0,0,0,0,0,0,0.820442614437515,1316,"Cibola",NA,NA,1,1,0,0,0,"2",710000,3890000
"Springstead",9.5571,0,6.6793,0,0,0.698883552542089,0,1.34974247653777,12.4584,0,12.4231,0,0,0.997166570346112,0,1.46408521976265,12.9944,0.028,10.4268,0,0.00215477436434156,0.802407190789879,0.00215477436434156,1.28570600509441,8.1599,1.4657,0,0,0.179622299292883,0,0.179622299292883,1.34447164147201,4.2129,2.5064,0,0,0.594934605616084,0,0.594934605616084,1.39518368466954,0,0,0,0,NA,NA,NA,NA,3289,"Rio Puerco of the West",10,1,0,1,0,0,0,"1",720000,3940000
"Squaw Springs",0,0,0,0,NA,NA,NA,NA,13.4478,0.6758,12.772,0.6758,0.0502535730751498,0.94974642692485,0.0201014292300599,0.344375771602612,17.9259,4.6272,13.2987,4.6272,0.258129298947333,0.741870701052667,0.103251719578933,0.0858195455501017,12.9992,8.037,0.9292,8.037,0.618268816542556,0.0714813219275032,0.247307526617023,0.0941200999023406,18.9162,5.5628,0,5.5628,0.294075977204724,0,0.11763039088189,0.200285738903109,9.7108,1.0973,0,1.0973,0.1129978992462,0,0.04519915969848,NA,3290,"Middle San Juan",23,1,1,2,0,0,0,"3",730000,4080000
"Standing Rock",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,55.2269,1.0019,44,0,0.0181415216135615,0.79671319592445,0.0181415216135615,1.28191483331458,32.0241,18.8081,0.5,0,0.587310806548818,0.0156132412776628,0.587310806548818,1.33252888050913,31.3614,15.1899,0.5,0,0.48435018844822,0.0159431658025471,0.48435018844822,1.3411413866022,15.9143,0,0,0,0,0,0,1.36784380713699,3291,"Central San Juan Basin",36,1,1,1,0,0,0,"2",730000,3970000
"Sterling ",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4.9189,0.0163,4.2291,0,0.00331374900892476,0.859765394702068,0.00331374900892476,NA,5.5785,1.0404,0.771,0,0.186501747781662,0.138209196020436,0.186501747781662,NA,6.3633,0.9434,0,0,0.1482564078387,0,0.1482564078387,NA,6.3533,0,0,0,0,0,0,NA,2790,"Middle San Juan",NA,NA,1,0,0,0,0,"1",760000,4070000
"Sundown",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,203.3432,1.3731,47.313,0,0.00675262315140118,0.232675594758025,0.00675262315140118,0.493538815744188,541.8841,28.6896,28.2548,0,0.0529441627831486,0.0521417771807661,0.0529441627831486,0.345444028881407,523.5733,23.8516,17.4323,0,0.0455554169779093,0.0332948605286022,0.0455554169779093,0.380845160722233,308.199,6.0856,0,0,0.0197456837952102,0,0.0197456837952102,0.387202593723954,3292,"Rio Puerco of the West",8,1,0,1,0,0,0,"1",580000,3870000
"Teec Nos Pos",0,0,0,0,NA,NA,NA,NA,13.3262,0.2542,5.0411,0.2542,0.0190752052348006,0.37828488241209,0.00763008209392025,0.429388161491932,29.7859,3.0095,5.6825,2.7809,0.10103773933304,0.190778186994518,0.0450199591081686,0.141383622335601,29.2685,9.619,1.2765,5.2604,0.328646838751559,0.0436134410714591,0.220809402600065,0.161375613734426,22.0276,5.9786,0,3.8084,0.271414044199096,0,0.167678730320144,0.25065585145571,15.1719,1.8581,0,0.8962,0.12246982909194,0,0.0870279925388383,0.834278235882412,3294,"Middle San Juan",28,1,1,1,0,0,0,"2",670000,4090000
"The Twins Northeast",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,39.5298,0.2196,26,0,0.00555530258184964,0.657731635373819,0.00555530258184964,1.28185084069386,59.3608,17.3297,0,0,0.291938450964273,0,0.291938450964273,1.33662082280773,63.2828,16.4507,0,0,0.259955311711871,0,0.259955311711871,1.36930434825134,19.8268,0,0,0,0,0,0,1.16004142760923,3296,"Chuska Slope",2,1,1,1,0,0,0,"2",710000,3960000
"Tla Kii",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,45.1534,0,8,0,0,0.177173811938857,0,1.28052724133834,65.427,0,0,0,0,0,0,1.33103908363991,75.3091,0,0,0,0,0,0,1.368084215472,100.6394,0,0,0,0,0,0,0.962206070159791,3301,"Silver Creek",20,1,0,1,0,0,0,"1",580000,3780000
"Tocito North",59.9821,0,46.0975,0,0,0.768520942081054,0,0.37407853795903,42.8139,0.0338,31.8924,0.0338,0.000789463235070853,0.744907611780286,0.000315785294028341,0.473562909191838,30.9947,5.4018,3.0731,0.2314,0.174281409402253,0.0991492093809587,0.169801933879018,0.169828637687811,120.3376,94.7672,0.7119,0.4018,0.787511135339246,0.00591585672308572,0.785507771469599,0.168525065634251,60.2864,35.6446,0,0.2781,0.591254412272088,0,0.588486623848828,0.453093537610263,15.7173,2.1525,0,0.0549,0.136951003034872,0,0.134855223225363,0.516556046008554,3302,"Chuska Slope",NA,NA,1,0,0,0,0,"1",700000,4030000
"Tocito South",19.0198,0,15.0468,0,0,0.791112419688956,0,0.531437202875696,17.4293,0,14.1002,0,0,0.808994050248719,0,0.689041526479061,30.3237,2.8198,0.8531,0,0.0929899715404123,0.0281331104053925,0.0929899715404123,0.330361933366119,53.0723,33.6856,0,0,0.634711516176989,0,0.634711516176989,0.389926686975592,42.6645,27.4947,0,0,0.644439756706395,0,0.644439756706395,0.558223291509519,11.4904,0,0,0,0,0,0,0.632905323135335,3303,"Chuska Slope",NA,NA,1,0,0,0,0,"1",700000,4030000
"Toh La Kai",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,23.7005,0.8907,6,0,0.0375814856226662,0.253159216050294,0.0375814856226662,1.28144472562808,73.1447,25.7462,0,0,0.35198995962797,0,0.35198995962797,1.30491782054301,72.6731,20.363,0,0,0.280199963948146,0,0.280199963948146,1.20000796510131,41.1409,0,0,0,0,0,0,1.2881076214949,3304,"Chuska Slope",18,1,1,1,0,0,0,"2",700000,3950000
"Tom's Rock",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2.0888,0,0,0,0,0,0,NA,11.3347,0,0,0,0,0,0,0.932568663680907,14.333,0,0,0,0,0,0,1.08577903853241,7.1724,0,0,0,0,0,0,NA,1098,"Mariana Mesa/Quemado",100,2,1,1,0,0,0,"2",750000,3820000
"Toyee",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,92.5882,5.0414,44.298,0,0.0544497030939148,0.478441097245653,0.0544497030939148,1.23653763602338,153.0991,93.9481,4.202,0,0.613642405474624,0.0274462749944317,0.613642405474624,1.30126933148321,115.9308,79.6361,0.5,0,0.686927891466289,0.00431291770607983,0.686927891466289,1.18043220729028,18.0631,3.9116,0,0,0.216551976128129,0,0.216551976128129,0.697180093353786,3305,"Defiance Plateau",9,1,1,1,0,0,0,"2",600000,3960000
"Tse Bee Kintsoh",0,0,0,0,NA,NA,NA,NA,0.9658,0,0.9377,0,0,0.970904949264858,0,NA,5.0006,0.1215,3.0623,0,0.024297084349878,0.612386513618366,0.024297084349878,NA,8.5545,3.0564,0,0,0.357285639137296,0,0.357285639137296,NA,9.3008,3.4728,0,0,0.373387235506623,0,0.373387235506623,NA,5.1782,1.3493,0,0,0.260573172144761,0,0.260573172144761,NA,3306,"Lobo Mesa",30,1,1,4,0,0,0,"4+",760000,3920000
"Tse La Vie",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,48.6884,0.9359,22,0,0.0192222377404063,0.451853008108708,0.0192222377404063,1.28497924115301,148.3454,43.674,0,0,0.29440751111932,0,0.29440751111932,1.33481249533976,133.0633,39.0402,0,0,0.293395699640697,0,0.293395699640697,1.37145148958288,34.9028,1.3497,0,0,0.0386702499512933,0,0.0386702499512933,1.26622614580912,3308,"Lobo Mesa",NA,NA,1,0,0,0,0,"1",800000,3930000
"Tse Lichii",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,9.6389,0.1062,4.5523,0,0.0110178547344614,0.472284181804978,0.0110178547344614,1.27203961471084,15.9346,3.1754,0.4478,0,0.199277044921115,0.0281023684309616,0.199277044921115,1.27241575222294,21.0332,2.7183,0,0,0.129238537169808,0,0.129238537169808,1.20031037552759,17.0381,0,0,0,0,0,0,1.29699277258162,3309,"Central San Juan Basin",12,1,1,0,0,0,0,"1",790000,3980000
"Tseyatoh",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,10.988,0,2.3871,0,0,0.217246086639971,0,1.11422794266338,15.3043,0.7233,0.6129,0,0.0472612272367897,0.0400475683304692,0.0472612272367897,1.15535985181914,16.9775,2.2766,0,0,0.134095125901929,0,0.134095125901929,1.014074235023,14.1153,0,0,0,0,0,0,0.975169382314261,3310,"Rio Puerco of the West",60,1,1,1,0,0,0,"2",690000,3930000
"Tsin Kletzin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2.5838,0.4477,0,0,0.1732719250716,0,0.1732719250716,1.26876911593848,17.6462,9.4438,0,0,0.535174711835976,0,0.535174711835976,1.32390420018548,20.8186,8.1085,0,0,0.389483442690671,0,0.389483442690671,1.37252809875177,3.9522,0,0,0,0,0,0,NA,3311,"Chaco Canyon",80,2,1,0,0,0,0,"1",770000,3990000
"Tsintaa Yitilii",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4.6598,0.9973,0,0,0.214022061032662,0,0.214022061032662,NA,3.3403,1.0026,0,0,0.300152680896925,0,0.300152680896925,NA,0,0,0,0,NA,NA,NA,NA,2512,"Defiance Plateau",NA,NA,1,0,0,0,0,"1",610000,3960000
"Twin Angels",0,0,0,0,NA,NA,NA,NA,10.1778,0.0672,9.9389,0.0672,0.00660260567116666,0.97652734382676,0.00264104226846666,0.351684880961981,16.4669,1.126,0.9919,0.4598,0.0683795978599493,0.0602359885588666,0.0516259891054175,1.07201376219175,34.4916,16.5344,0.0691,0.7987,0.479374688329912,0.00200338633174454,0.465480870704751,1.09625512035629,35.3415,19.2791,0,0.5528,0.545508821074374,0,0.536123820437729,1.14567747570162,18.6819,0.7916,0,0.1215,0.0423725638184553,0,0.0384703911272408,0.739346690508294,743,"Central San Juan Basin",19,1,1,0,0,0,0,"1",770000,4050000
"Twin Lakes",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,18.2284,0,0,0,0,0,0,0.956217724712259,24.5144,0,0,0,0,0,0,0.789290679771042,3313,"Chuska Slope",NA,NA,1,1,0,0,0,"2",700000,3960000
"Twin Towers",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,231.6922,75.1205,20,61.9851,0.324225416306634,0.0863214212649368,0.163706158429157,0.163460490589642,348.4054,100.5513,0,84.2621,0.288604309806909,0,0.143493872368224,0.28896855472627,381.7727,40.8127,0,29.7528,0.106903138962005,0,0.0601431689589119,0.938405993832498,1946,"Middle San Juan",50,1,0,0,0,0,0,"1",680000,4090000
"Una Vida",783.4879,0,692.6033,0,0,0.883999995405162,0,1.36025119731767,18.4361,0.003,17.0154,0.003,0.000162724220415381,0.922939233351956,6.50896881661523e-05,1.47316585293045,313.0025,26.1673,188.7056,3.1603,0.0836009297050343,0.602888475331667,0.0775428950248001,1.27936893153858,714.722,496.2697,1.6757,8.9344,0.694353468901195,0.00234454795011207,0.68685315409348,1.33382261222891,804.5681,511.2909,0,6.1091,0.635484926633308,0,0.630929115882173,1.36678150668364,259.4819,2.2692,0,1.7931,0.00874511863833277,0,0.00459893349015866,1.31713482015889,3315,"Chaco Canyon",100,2,1,2,0,0,0,"3",780000,3990000
"Upper Battleship Rock Pueblo",9.0758,0,3.6275,0,0,0.399689283589325,0,NA,41.388,2.1085,10.8641,2.1085,0.0509447182758287,0.262493959601817,0.0203778873103315,0.298412340441462,71.4732,15.8785,6.1023,15.8785,0.222160194310595,0.0853788552912141,0.0888640777242379,0.0584646440126162,83.8474,28.2156,0.4058,28.2156,0.336511328914194,0.00483974458361261,0.134604531565678,0.0860404235993651,84.8095,21.6314,0,21.6314,0.255058690358981,0,0.102023476143592,0.200285738903109,76.8687,6.1661,0,6.1661,0.080216004693718,0,0.0320864018774872,0.96096545166582,3387,"San Juan Foothills",NA,NA,1,0,0,0,0,"1",720000,4120000
"Upper Kin Klizhin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,127.2956,1.3612,97.7378,0,0.010693221132545,0.767801872177829,0.010693221132545,1.24305070951672,306.8015,168.5803,3.2622,0,0.549476778959686,0.0106329336720974,0.549476778959686,1.33623121362544,146.9029,122.0583,0,0,0.830877402692527,0,0.830877402692527,1.37889042406858,0,0,0,0,NA,NA,NA,NA,3316,"Central San Juan Basin",25,1,1,0,0,0,0,"1",770000,3980000
"Upper Kin Nizhoni",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.5476,0.1587,3,0,0.0286069651741294,0.54077438892494,0.0286069651741294,NA,2.5835,1.2624,0,0,0.488639442616605,0,0.488639442616605,NA,0.8689,0.5789,0,0,0.666244677178041,0,0.666244677178041,NA,0,0,0,0,NA,NA,NA,NA,3317,"Lobo Mesa",14,1,1,1,0,0,0,"2",790000,3920000
"Vidal Canyon",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,18.0858,0.2063,17,0,0.0114067389885988,0.939963949617932,0.0114067389885988,1.27548677507304,9.9879,3.8227,0,0,0.382733107059542,0,0.382733107059542,1.32441209104829,11.9264,2.971,0,0,0.249111215454789,0,0.249111215454789,1.35604153933731,0,0,0,0,NA,NA,NA,NA,3319,"Rio Puerco of the West",35,1,0,1,0,0,0,"1",710000,3940000
"Village of the Great Kivas",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,24.1881,0.0757,8,0,0.00312963812783972,0.330741149573551,0.00312963812783972,1.16140851329639,62.0731,1.343,0,0,0.0216357810388075,0,0.0216357810388075,0.997920988950847,87.376,2.8693,0,0,0.032838536898004,0,0.032838536898004,0.927069392874093,64.8212,3.603,0,0,0.0555836670718839,0,0.0555836670718839,0.870482822419286,1288,"Cibola",60,1,1,2,0,0,0,"3",710000,3900000
"Wallace Ruin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2501.0673,488.2426,661.2729,487.8814,0.195213699367466,0.264396283938461,0.0781721307539385,0.111226940215204,3756.3909,1625.4213,71.7271,1559.0267,0.432708241306835,0.0190946847411434,0.183688358951141,0.122705590045033,4519.7566,1760.756,0,1510.2657,0.389568765716278,0,0.189080221709284,0.301520988066258,4590.1818,583.3761,0,524.8262,0.127092155696317,0,0.0584901408480161,0.977707572946274,3320,"San Juan Foothills",124,2,1,0,0,0,0,"1",720000,4140000
"Wancura-Johnson GK",5.4765,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3321,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",680000,4180000
"Whirlwind House",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,9.5383,0.5213,0,0,0.0546533449356804,0,0.0546533449356804,1.1584653181141,9.199,4.555,0,0,0.495162517664964,0,0.495162517664964,1.23097806007428,4.2622,1.9237,0,0,0.451339683731406,0,0.451339683731406,NA,0,0,0,0,NA,NA,NA,NA,3326,"Central San Juan Basin",12,1,1,1,0,0,0,"2",730000,3990000
"White House",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,144.4542,1.8369,115.1849,0.7137,0.0127161411713886,0.797380069253784,0.00975174138238971,0.567694332447738,81.3903,24.4517,22.8151,1.2396,0.300425234948145,0.280317187674698,0.29128704526215,0.601450970383573,86.7841,27.3362,0,0.858,0.314990879665745,0,0.309058917474514,0.740275320680492,66.2795,6.381,0,0.1886,0.0962741119048876,0,0.0945667966716707,0.7228433878964,1376,"Upper Chinle Drainage",94,2,1,0,0,0,0,"1",640000,4000000
"Whites Canyon Pueblo",18.3914,0,6.9322,0,0,0.376926172015181,0,0.0661696076219132,56.671,2.2472,14.5378,2.2472,0.0396534382664855,0.256529794780399,0.0158613753065942,0.269093568631313,72.9038,13.2766,6.1452,13.2766,0.182111220539944,0.0842919024797062,0.0728444882159778,0.053872061330827,78.4543,20.5609,0.3848,20.5609,0.262074863965391,0.00490476621421643,0.104829945586157,0.0860404235993651,72.7305,13.8418,0,13.8418,0.190316304713978,0,0.0761265218855913,0.200285738903109,27.8489,3.0736,0,3.0736,0.110367016291487,0,0.0441468065165949,0.96096545166582,3370,"San Juan Foothills",150,2,0,1,0,0,0,"1",730000,4120000
"Whitewater",49.4775,0,12.5376,0,0,0.253400030316811,0,1.34803040787057,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3327,"Rio Puerco of the West",NA,NA,0,1,0,0,0,"1",670000,3900000
"Willow Canyon--San Juan Basin",50.859,0,27.5026,0,0,0.540761713757644,0,1.0416900420222,102.821,0,58.1022,0,0,0.565081063206932,0,1.12674199949628,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3329,"Central San Juan Basin",18,1,0,0,0,0,0,"1",730000,4000000
"Wolye Adin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,51.47,0,43.5245,0,0,0.845628521468817,0,1.27990257704758,59.7573,0,0.4756,0,0,0.00795886025640382,0,1.34538697601852,89.9643,0,0,0,0,0,0,1.38117646686787,40.8085,0,0,0,0,0,0,1.23651234889803,3330,"Rio Puerco of the West",NA,NA,1,0,0,0,0,"1",680000,3920000
"Woods Canyon Pueblo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1639.0602,102.7059,0,102.7059,0.0626614568519204,0,0.0250645827407682,0.200285738903109,2794.5503,41.2939,0,41.2939,0.0147765814056022,0,0.00591063256224087,0.96096545166582,3358,"San Juan Foothills",110,2,0,0,1,0,0,"1",690000,4150000
"Wupatki",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,496.4337,66.7405,22,0,0.134439906074064,0.0443160889359445,0.134439906074064,0.054681505789443,1257.5667,185.9697,0,0,0.147880585578483,0,0.147880585578483,0.0922298371880774,3754.9193,262.0715,0,0,0.06979417640214,0,0.06979417640214,0.16452522916218,1365,"Flagstaff",102,2,1,1,0,0,0,"2",470000,3930000
"Yellow Jacket",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3154.5651,477.1942,2,473.8933,0.151270994534239,0.000634001815337398,0.0611362307913696,0.0882363684602899,4997.0924,494.397,0,488.7328,0.0989369338057467,0,0.040254873013755,0.204326582045929,6431.9173,157.5237,0,153.3739,0.024490939894392,0,0.0101834891440535,0.963909376013167,3332,"San Juan Foothills",NA,NA,1,1,0,1,0,"3",700000,4150000
"Yucca House",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,102.4181,0,0,0,0,0,0,0.200285738903109,215.4519,0,0,0,0,0,0,0.96096545166582,3333,"San Juan Foothills",20,1,1,2,0,1,0,"4+",710000,4130000
